fdcId,description,foodCategory,brandOwner,brandName,packageWeight,publishedDate,Protein G,Total lipid (fat) G,"Carbohydrate, by difference G",Energy KCAL,Total Sugars G,"Fiber, total dietary G","Calcium, Ca MG","Iron, Fe MG","Sodium, Na MG","Vitamin C, total ascorbic acid MG",Cholesterol MG,"Fatty acids, total trans G","Fatty acids, total saturated G",Vitamin A UG,"Potassium, K MG",Vitamin D (D2 + D3) UG,"Sugars, added G"
463756,6 KAISER BUNS,Breads & Buns,SORRENTO BAKERY,,,4/1/2019,7,1.2,48,240,0,1.6,0,2.52,594,4.8,0,0,0.4,,,,
2549283,6 MONTH AGED DUTCH CHEESE,Cheese,,VINCENT,6.35 oz,5/25/2023,28.6,32.1,0,393,,,714,,643,,107,,21.4,,,,
2452393,"6 MONTH AGED GOAT CHEESE, 6 MONTH AGED",Cheese,"FrieslandCampina Consumer Dairy US, Inc.",FRANS HALS,6.35 OZ/180 g,1/26/2023,25,39.3,0,464,,,536,,750,,125,,25,,,,
1459392,6 OZ AHI TUNA STEAK,Fish  Unprepared/Unprocessed,Beaver Street Fisheries Inc.,SEA BEST,,3/19/2021,24.1,0.45,0,107,0,0,0,0.89,45,1.6,40,0,0,,446,,
1459039,6 OZ CH C/C TENDER STK,Meat/Poultry/Other Animals  Unprepared/Unprocessed,Beaver Street Fisheries Inc.,H.F.'S,,3/19/2021,22.3,6.25,0,143,0,0,13,2.5,45,0,62,0,2.23,,286,,
1458333,6 OZ CHILEAN SEA BASS,Fish  Unprepared/Unprocessed,Beaver Street Fisheries Inc.,PACKERS,,3/19/2021,18.6,1.77,0,97,0,0,0,0.32,66,0,40,0,0.44,,254,,
1457467,6 OZ CO SWORDFISH STEAK,Fish  Unprepared/Unprocessed,Beaver Street Fisheries Inc.,PACKERS,,3/19/2021,19.5,7.08,0,142,0,0,0,0.64,80,1.1,66,0,1.77,,0,,
1459308,6 OZ COD LOINS,Fish  Unprepared/Unprocessed,Beaver Street Fisheries Inc.,SEA BEST,,3/19/2021,17.9,0.89,0,80,0,0,16,0.38,54,1,45,0,0,,417,,
1457424,6 OZ EL CASINO STFD FLNDR,Fish  Unprepared/Unprocessed,Beaver Street Fisheries Inc.,SEA BEST,,3/19/2021,9.89,1.59,4.59,74,1.06,0.4,37,0.76,230,0,27,0,0.53,,0,,
1457234,6 OZ EL DOMINO STFD FLDR,Fish  Unprepared/Unprocessed,Beaver Street Fisheries Inc.,SEA BEST,,3/19/2021,9.89,1.77,4.59,74,1.06,0.4,38,0.76,230,0,27,0,0.53,,0,,
1458380,6 OZ HALIBUT PORTIONS,Fish  Unprepared/Unprocessed,Beaver Street Fisheries Inc.,SEA BEST,,3/19/2021,18.8,1.34,0,89,0,0,0,0.16,67,0,49,0,0,,435,,
1457321,6 OZ IQF FLOUNDER FILLETS,Fish  Unprepared/Unprocessed,Beaver Street Fisheries Inc.,SEA BEST,,3/19/2021,12.5,1.79,0,71,0,0,23,0.19,295,0,45,0,0.45,,161,,
1459154,6 OZ IQF SOLE FILLET,Fish  Unprepared/Unprocessed,Beaver Street Fisheries Inc.,SEA BEST,,3/19/2021,12.5,1.79,0,71,0,0,21,0.18,295,0,45,0,0,,161,,
1459874,6 OZ LOBSTER TAILS,Shellfish Unprepared/Unprocessed,Beaver Street Fisheries Inc.,BHS TRSR,,3/19/2021,20.5,1.34,2.68,116,0,0,49,1.22,179,2,71,0,0,,180,,
1460215,6 OZ LOBSTER TAILS,Shellfish Unprepared/Unprocessed,Beaver Street Fisheries Inc.,ISLAND PRINCE,,3/19/2021,20.5,1.34,2.68,116,0,0,49,1.22,179,2,71,0,0,,180,,
1458331,6 OZ LOBSTER TAILS,Shellfish Unprepared/Unprocessed,Beaver Street Fisheries Inc.,ISLAND QUEEN,,3/19/2021,20.5,1.34,2.68,116,0,0,49,1.22,179,2,71,0,0,,180,,
1460308,6 OZ LOBSTER TAILS,Shellfish Unprepared/Unprocessed,Beaver Street Fisheries Inc.,SEA BEST,,3/19/2021,20.5,1.34,2.68,116,0,0,49,1.22,179,2,71,0,0,,180,,
1457944,6 OZ LOBSTER TAILS,Shellfish Unprepared/Unprocessed,Beaver Street Fisheries Inc.,ISLAND PRINCE,,3/19/2021,20.5,1.34,2.68,116,0,0,49,1.22,179,2,71,0,0,,180,,
1459573,6 OZ LOBSTER TAILS,Shellfish Unprepared/Unprocessed,Beaver Street Fisheries Inc.,ISLAND QUEEN,,3/19/2021,20.5,1.34,2.68,116,0,0,46,0,179,1.6,71,0,0,,180,,
1458379,6 OZ LOBSTER TAILS,Shellfish Unprepared/Unprocessed,Beaver Street Fisheries Inc.,BAHAMAS,,3/19/2021,20.5,1.34,2.68,116,0,0,49,1.22,179,2,71,0,0,,180,,
1457978,6 OZ LOBSTER TAILS,Shellfish Unprepared/Unprocessed,Performance Food Group,EMPIRE'S TREASURE,,3/19/2021,20.5,1.34,2.68,116,0,0,49,1.22,179,0,71,0,0,,180,,
1458863,6 OZ LOBSTER TAILS,Shellfish Unprepared/Unprocessed,Beaver Street Fisheries Inc.,BAHAMA'S TREASURE,,3/19/2021,20.4,1.33,2.65,115,0,0,49,1.21,177,1.9,71,0,0,,177,,
1459416,6 OZ MAHI-MAHI PORT,Fish  Unprepared/Unprocessed,Beaver Street Fisheries Inc.,SEA BEST,,3/19/2021,18.8,0.89,0,89,0,0,23,0.89,89,0,71,0,0,,416,,
1459469,6 OZ NORG V/P SALMON PORT,Fish  Unprepared/Unprocessed,Beaver Street Fisheries Inc.,SEA BEST,,3/19/2021,20.5,16.1,0,223,0,0,0,0.32,40,4.8,54,0,3.12,,367,,
1458717,6 OZ ROLLED STFD O/ROUGHY,Fish  Unprepared/Unprocessed,Beaver Street Fisheries Inc.,SEA BEST,,3/19/2021,11.2,3.53,8.82,112,1.76,0.6,31,0.85,353,5.3,44,0,0.59,,0,,
1457198,6 OZ ROLLED STFD SOLE,Fish  Unprepared/Unprocessed,Beaver Street Fisheries Inc.,SEA BEST,,3/19/2021,7.06,2.65,6.47,76,1.18,0.6,15,0.21,306,4.2,24,0,0.59,,0,,
1458369,6 OZ STUFFED TILAPIA,Fish  Unprepared/Unprocessed,Beaver Street Fisheries Inc.,SEA BEST,,3/19/2021,13.5,2.65,7.65,112,1.76,0.6,46,1.06,347,1.8,35,0,1.18,,0,,
1458585,6 OZ SWORDFISH STEAK,Fish  Unprepared/Unprocessed,Beaver Street Fisheries Inc.,PACKERS,,3/19/2021,19.6,6.25,0,143,0,0,0,0.38,80,1.6,67,0,1.79,,418,,
1458522,6 OZ V/P CHUM SALMON POR,Fish  Unprepared/Unprocessed,Beaver Street Fisheries Inc.,SEA BEST,,3/19/2021,20.5,3.57,0,116,0,0,11,0.55,49,0,71,0,0.89,,429,,
1458070,6 OZ V/P SALMON PORT.,Fish  Unprepared/Unprocessed,Beaver Street Fisheries Inc.,SEA BEST,,3/19/2021,20.5,16.1,0,223,0,0,0,0.32,40,4.8,54,0,3.12,,367,,
1457364,6 OZ WAHOO PORTION,Fish  Unprepared/Unprocessed,Beaver Street Fisheries Inc.,SEA BEST,,3/19/2021,19.6,8.93,0,170,0,0,0,0.45,80,0,62,0,2.23,,223,,
1459290,6 OZ Y/FIN TUNA STEAK,Fish  Unprepared/Unprocessed,Beaver Street Fisheries Inc.,SEA BEST,,3/19/2021,24.1,0,0,107,0,0,0,0.64,45,0,40,0,0,,441,,
2141154,"6 PRE-SLICED EVERYTHING BAGELS, EVERYTHING",Breads & Buns,"Schnuck Markets, Inc.",SCHNUCKS,20 oz/567 g,10/28/2021,9.57,3.19,54.3,277,5.32,3.2,170,3.3,511,,0,0,0.53,,117,,4.3
2100644,"6 PRESLICED BAGELS, ONION",Frozen Bread & Dough,"Tops Markets, LLC",TOPS,12 oz/340 g,10/28/2021,8.77,0.88,57.9,263,3.51,1.8,0,3.16,561,0,0,0,0,,,,
1858547,6 QUARTER POUND BEEF PATTIES,Frozen Patties and Burgers,"Quaker Maid Meats, Inc.",BUTCHER SHOP QUALITY,24 oz/1.5 lbs/680 g,7/29/2021,13.3,24.8,0.88,283,0,0,0,3.19,372,0,66,0.88,10.6,,,,
1957224,"6 REAL FRUIT BARS, PINA COLADA",Ice Cream & Frozen Yogurt,"Winn-Dixie Stores, Inc.",SE GROCERS,18 fl oz/532 mL,7/29/2021,0,3.37,25.8,135,24.7,0,0,0,6,,0,0,2.81,,0,,22.5
2693307,6 Round Whole Wheat Cheese Pizza,Savoury Bakery Products,Nardone Brothers Baking Co.,Nardone Bros,20.25 LBR,5/16/2024,19,,30,320,5,3,414,1.7,480,0,35,0,7,0,413,0,1
2663221,6 Round Whole Wheat Turkey Pepperoni Pizza,Savoury Bakery Products,Nardone Brothers Baking Co.,Nardone Bros,60 1N,11/16/2023,18,,30,325,4,3,354,2,520,0,25,0,6,0,304,0,1
2474953,"6 SATISFYING BELGIAN WAFFLES, CHOCOLATE CHIP","Frozen Pancakes, Waffles, French Toast & Crepes","WaffleWaffle, LLC.",WAFFLE WAFFLE,15 oz/425 g,2/16/2023,7.04,22.5,56.3,451,22.5,1.4,0,1.27,521,,28,0,9.86,,0,,22.5
2637964,"6 SEED ARTISAN BAKED FLATBREAD CRACKERS, 6 SEED",Crackers & Biscotti,"Meijer, Inc.",MEIJER,5.5 oz/156 g,9/14/2023,7.69,15.4,61.5,385,15.4,7.7,154,2.77,1000,,0,0,0,,0,0,15.4
2626914,"6 SEED ARTISAN BAKED FLATBREAD CRACKERS, 6 SEED",Crackers & Biscotti,"Meijer, Inc.",MEIJER,5.5 oz/156 g,8/31/2023,11.5,15.4,61.5,423,11.5,7.7,154,5.54,1040,,0,0,19.2,,269,0,7.7
2387319,"6 SEED SUNFLOWER, SESAME, FLAX, PUMPKIN, CHIA & HEMP SEEDS CRACKERS, 6 SEED",Crackers & Biscotti,W-2 Enterprises,TOP SEEDZ,5 oz/142 g,12/22/2022,13.3,43.3,36.7,567,0,10,300,6,450,,0,0,5,,433,,
1952241,"6 SLICED BAGELS, PLAIN",Breads & Buns,"Safeway, Inc.",SIGNATURE SELECT,22 oz/624 g,7/29/2021,9.62,1.44,53.8,269,2.88,1.9,42,3.85,413,,0,0,0,,9,,2.9
1886323,"6 SPREADABLE CHEESE WEDGES, LIGHT GARLIC & HERB",Cheese,Dutch Farms Inc.,DUTCH FARMS,4 oz/114 g,7/29/2021,15.8,7.89,5.26,132,5.26,0,421,0,1320,0,26,0,5.26,,,,
2021280,6 SUBMARINE ROLLS,Breads & Buns,Felix Roma & Sons Inc.,FELIX ROMA BAKERY,1 lbs/16 oz,10/28/2021,10.5,1.32,54,263,2.63,2.6,132,3.55,526,0,0,0,0,,,,
2020106,6 SUPER JUMBO FRANKS,"Sausages, Hotdogs & Brats",Kunzler & Company Inc,KUNZLER,19 oz,10/28/2021,11.1,28.9,1.11,311,0,0,22,0.8,889,0,61,0,10,,,,
2095430,6 TOMATOES BASIL WRAPS,Mexican Dinner Mixes,La Tortilla Factory Inc,LA TORTILLA FACTORY,8.46 oz/240 g,10/28/2021,12.5,5,37.5,175,2.5,22.5,150,1.8,500,0,0,0,0,,,,
2674550,6 VARIETIES ENTERTAINMENT COLLECTION CRACKER,Crackers & Biscotti,Target Stores,GOOD & GATHER,13.1 oz,11/16/2023,6.67,20,60,467,6.67,0,0,4,1000,,0,0,0,,0,0,6.7
2094495,6 WHOLE WHEAT ROLLS,Breads & Buns,Vosen's Bread Paradise,VOSEN'S,250 g,10/28/2021,7.14,0,45.2,226,0,2.4,,,507,,2,0,0,,,,
2655434,"6"" CARROT CAKE CHEESECAKE","Cakes, Cupcakes, Snack Cakes","GAD BAKERIES, LLC",JUNIOR'S,24 oz,10/26/2023,4.41,23.5,29.4,353,19.8,0.7,57,0.74,265,,66,0.74,11.8,,98,0,16.9
2655433,"6"" CELEBRATION CHEESECAKE","Cakes, Cupcakes, Snack Cakes","GAD BAKERIES, LLC",JUNIOR'S,24 oz,10/26/2023,3.68,25,36.8,397,30.2,0,41,0.74,206,,70,0.74,12.5,,47,0,29.4
2643184,"6"" EVERY BUDDY'S FALL CAKE","Cakes, Cupcakes, Snack Cakes","SureGreen Mulch, LLC",BUDDY VALASTRO,3 lbs/12 oz/1701 g,9/14/2023,3.53,16.2,50.8,367,37.4,0.7,35,0.56,198,,42,0,7.76,,78,0,27.5
2580770,"6"" IRISH SWIRL CHEESECAKE",Other Frozen Desserts,"GAD BAKERIES, LLC",JUNIOR'S,24 oz,6/29/2023,5.15,25.7,23.5,353,19.8,0,51,0.74,265,,92,0.74,14.7,,71,0,17.6
2580773,"6"" RASPBERRY SWIRL NEW YORK CHEESECAKE, RASPBERRY SWIRL","Cakes, Cupcakes, Snack Cakes","GAD BAKERIES, LLC",JUNIOR'S,24 oz,6/29/2023,4.41,20.6,25,309,20.6,0.7,47,0.74,243,,81,0.74,12.5,,71,0,19.1
2558102,"6"" Round Whole Wheat Hawaiian Brand Pizza",Savoury Bakery Products,Nardone Brothers Baking Co.,Nardone Bros,60 1N,6/29/2023,21,13,32,328,5,3,379,2,538,0,37,0,6,,280,0,1
2435765,"6"" SUB SANDWICH WITH JALAPENO RANCH DRESSING, TURKEY PEPPER JACK",Prepared Subs & Sandwiches,Great American Marketing Company,CORNER STORE MARKET,5.5 oz/156 g,12/22/2022,4.49,4.17,26.9,132,3.21,1,67,0.87,278,0,7,,3.85,,,,
2430778,"6"" TURKEY, OVEN ROASTED TURKEY W/ LETTUCE AND TOMATO ON FRESH BAKED WHEAT ROLL",Prepared Subs & Sandwiches,"Big Y Foods, Inc.",BIG Y,7.25 oz/205 g,12/22/2022,12.9,1.38,22.6,161,3.69,1.4,485,0.33,793,,25,0,0.46,,606,,
2680878,"6"" WHOLE GRAIN RICH ROUND FLATBREAD",Bread,RICH PRODUCTS CORPORATION,RICH'S,18.0 LBR,12/21/2023,8.62,7.24,46.8,286,2.32,4.4,78,2.68,273,,0,0.09,1.15,,172,0,2
1153099,"6"""" CIABATTA ROLLS, CIABATTA",Breads & Buns,AUGUST ARTISAN BAKERY,,,12/30/2020,10,1.36,48.2,245,0.91,2.7,18,4.09,509,0,0,0,0.27,,,,
2147889,"6"""" FAMOUS ORIGINAL CANNOLI PIE, ORIGINAL","Cakes, Cupcakes, Snack Cakes",Lisa Produce,THE CANNOLI PIE COMPANY,9.75 oz/276 g,10/28/2021,5.8,8.7,31.9,232,20.3,0,116,1.04,43,0,29,0,4.35,,,,
2094241,"6"""" FLOUR TORTILLAS",Mexican Dinner Mixes,Fiesta Tortilla Factory,FIESTA,380 g,10/28/2021,7.89,9.21,50,316,0,2.6,105,2.84,329,0,0,0,2.63,,,,
2270975,"6"""" HOLIDAY VANILLA SUMMER CAKE, HOLIDAY VANILLA","Cakes, Cupcakes, Snack Cakes",Culinaire Foods Ltd,MARKET BASKET,1.75 lb/794 g,5/23/2022,3.75,,0.54,,45,0,25,0.45,362,0,44,0,8.75,,,,
2094240,"6"""" SOUTHWEST FLOUR TORTILLAS",Mexican Dinner Mixes,Fiesta Tortilla Factory,FIESTA,380 g,10/28/2021,7.89,7.89,26.3,289,0,2.6,105,2.84,329,0,0,0,0,,,,
2094239,"6"""" SPINACH FLOUR TORTILLAS",Mexican Dinner Mixes,Fiesta Tortilla Factory,FIESTA,380 g,10/28/2021,7.89,9.21,26.3,316,0,2.6,105,2.84,329,0,0,0,0,,,,
1943180,"6"""" WHITE CORN TORTILLAS",Mexican Dinner Mixes,"Los Altos Tortilleria, LLC",,26.5 oz/751.26 g,7/29/2021,6,0,54,260,0,4,180,1.44,100,0,0,0,0,,,,
2094243,"6"""" WHOLE WHEAT TORTILLAS",Mexican Dinner Mixes,Fiesta Tortilla Factory,FIESTA,380 g,10/28/2021,7.89,7.89,50,316,0,2.6,105,2.84,329,0,0,0,2.63,,,,
2103462,"6"""" YELLOW CORN TORTILLAS",Mexican Dinner Mixes,"Moctec Enterprises, Inc.",MOCTEC,9.8 oz,10/28/2021,5.36,1.79,44.6,214,0,3.6,71,4.82,0,0,0,0,0,,,,
473031,6' LAYER CAKE,"Cakes, Cupcakes, Snack Cakes",JUNIOR'S RESTAURANT & BAKERY,,,4/1/2019,1.77,13.3,35.4,265,25.7,1.8,18,3.19,93,0,13,0,5.31,,,,
766606,6-8 IPW CLEANED OCTOPUS,,"BEAVER STREET FISHERIES, INC.",,,2/27/2020,15.2,0.89,2.68,80,0,0,54,4.46,232,1.8,45,0,0,,350,,
2583838,6-IN-1 DECORATING SPRINKLES,Baking Decorations & Dessert Toppings,Target Stores,FAVORITE DAY,7 oz/200 g,6/29/2023,0,0,100,375,75,0,0,0,0,,0,0,0,,0,0,75
2152275,"6-INCH FLORENTINE FETA TOMATO FRESH BAKED QUICHES, FETA TOMATO",Other Deli,"Dierberg's Markets, Inc.",DIERBERGS KITCHEN,10 oz,10/28/2021,6.99,14.1,14.8,219,1.68,1.5,44,0.64,197,4.2,149,0.09,6.37,,,,
2416586,"6-LAYER DIP LAYERS OF BEANS, SOUR CREAM, SALSA, CHEDDAR CHEESE, CREAMY SALSA AND GUACAMOLE, 6-LAYER",Dips & Salsa,"Hy-Vee, Inc.",HY-VEE,14 OZ/397 g,12/22/2022,3.33,8.33,13.3,150,63.3,3.3,67,1.2,467,,17,0,5,,233,,
2547912,"6-LAYER OF REFRIED BEANS, GUACAMOLE, GARDEN SALSA, CREAMY SALSA, SOUR CREAM AND SHREDDED CHEDDAR CHEESE DIP, 6-LAYER",Dips & Salsa,"Safeway, Inc.",SIGNATURE CAFE,28 oz/794 g,5/25/2023,3.33,8.33,10,117,3.33,3.3,67,1.2,500,,17,0,5,,233,,
2495722,"6-LAYERS BEANS, GUACAMOLE, GARDEN SALSA, CREAMY SALSA, SOUR CREAM AND SHREDDED CHEDDAR CHEESE DIP, 6-LAYERS",Dips & Salsa,"Safeway, Inc.",SIGNATURE CAFE,14 oz/397 g,3/16/2023,3.33,8.33,10,117,3.33,3.3,67,1.2,500,,17,0,5,,233,,
2654017,"6-MEAT MOZZARELLA CHEESE, SAUSAGE, DICED HAM, BEEF TOPPING, PEPPERONI CANADIAN STYLE BACON & BACON PIZZA, 6-MEAT",Pizza,"Bernatello's Pizza, Inc.",BREW PUB PIZZA,28.75 oz/673.3 g,10/26/2023,11.1,11.8,20.7,244,2.96,1.5,193,1.48,674,,33,0,5.19,,281,0,0.7
2402871,"6-MONTH AGED GOUDA SHREDDED NATURAL CHEESE, 6-MONTH AGED GOUDA",Cheese,Sargento Foods Inc,SARGENTO,6 oz/170 g,12/22/2022,21.4,28.6,3.57,357,3.57,0.9,643,0.71,679,,89,0,14.3,,125,,
1458403,"6.5/7.5OZ. """"F"""" LOB TAILS",Shellfish Unprepared/Unprocessed,Beaver Street Fisheries Inc.,PACKERS,,3/19/2021,20.4,1.33,2.65,115,0,0,49,1.21,177,1.9,71,0,0,,179,,
1460266,6.50OZ FUNYUNS REGULAR,Snacks,Pepsico Inc.,FUNYUNS,,3/19/2021,7.14,25,67.9,500,3.57,3.6,0,2.57,1000,0,0,0,3.57,,,,
2518314,6.75OZ TREE TOP 100% APPLE JUICE,Non Alcoholic Beverages  Ready to Drink,TREE TOP INC.,TREE TOP,6.75 OZA,4/27/2023,0,0,12,50,11.5,0,0,0,5,,0,0,0,,116,,0
2684001,6/10 LAKESIDE CUT GRN BNS,Vegetables  Prepared/Processed,Lakeside Foods Inc.,LAKESIDE FOODS,38.25 LBR,2/15/2024,1,,4,20,2,2,30,0.4,140,2.5,0,0,0,0,100,0,0
2687974,6/10 LAKESIDE CUT GRN BNS,Vegetables  Prepared/Processed,Lakeside Foods Inc.,Lakeside Foods,102 ONZ,3/14/2024,1,,4,20,2,2,30,0.4,140,2.5,0,0,0,0,100,0,0
2650080,6/10 LAKESIDE PEAS,Vegetables  Prepared/Processed,Lakeside Foods Inc.,LAKESIDE FOODS,39.375 LBR,10/26/2023,3.2,,9.6,56,4.8,2.4,20,1.12,112,7.2,0,0,0,40,80,0,1.6
2695098,6/10 LAKESIDE PEAS,Vegetables - Prepared/Processed,Lakeside Foods Inc.,Lakeside Foods,105 ONZ,6/13/2024,3.2,,9.6,56,4.8,2.4,20,1.12,112,7.2,0,0,0,40,80,0,1.6
2521836,6/3.25 Pioneer Golden Flake Biscuit Mix,Baking/Cooking Mixes/Supplies,C. H. Guenther and Son Inc.,Pioneer,3.25 LBR,4/27/2023,5.71,17.1,60,429,2.86,0,57,5.71,1030,,0,0,11.4,,86,,2.9
2521833,6/5  Pioneer Southern Style Cornmeal Breader (Course Crumb),Baking/Cooking Mixes/Supplies,C. H. Guenther and Son Inc.,Pioneer,5 LBR,4/27/2023,10,3.33,70,333,0,6.7,0,3.67,3000,,0,0,0,,300,,0
2521827,6/5 Pioneer Deluxe Corn Bread Mix,Baking/Cooking Mixes/Supplies,C. H. Guenther and Son Inc.,PIONEER,5 LBR,4/27/2023,5.71,8.57,71.4,400,17.1,2.9,171,3.43,1140,,0,0,4.29,,200,,17.1
2521835,6/5 Pioneer Hushpuppy Mix,Baking/Cooking Mixes/Supplies,C. H. Guenther and Son Inc.,Pioneer,5 LBR,4/27/2023,9.09,1.52,72.7,333,9.09,6.1,121,3.94,1640,,0,0,0,,242,,6.1
2521832,6/5 PioneerTM Pre-Dip Batter Mix,Baking/Cooking Mixes/Supplies,C. H. Guenther and Son Inc.,Pioneer,5 LBR,4/27/2023,6.67,1.67,66.7,300,0,3.3,67,4.67,5030,,0,0,0,,200,,0
1459810,6/7 OZ CAN LOBSTER TAILS,Shellfish Unprepared/Unprocessed,Beaver Street Fisheries Inc.,SEA BEST,,3/19/2021,17,0.89,0,80,0,0,84,0.27,429,0,125,0,0,,196,,
1459433,6/7 OZ CAN LOBSTER TAILS,Shellfish Unprepared/Unprocessed,Beaver Street Fisheries Inc.,MARITIME,,3/19/2021,17,0.89,0,80,0,0,84,0.27,429,0,125,0,0,,200,,
1458376,6/7 OZ. CAN LOBSTER TAILS,Shellfish Unprepared/Unprocessed,Independent Marketing Alli,HIDDEN BAY,,3/19/2021,17,0.89,0,80,0,0,84,0.27,429,0,125,0,0,,196,,
1458198,6/8 CT IPW FROG LEGS,Meat/Poultry/Other Animals  Unprepared/Unprocessed,Beaver Street Fisheries Inc.,SEA BEST,,3/19/2021,16.1,0,0,71,0,0,18,1.52,58,0,49,0,0,,286,,
1458180,6/8 HEAD ON F/W SHRIMP,Shellfish Unprepared/Unprocessed,Beaver Street Fisheries Inc.,PACKERS,,3/19/2021,16.1,0.89,0,71,0,0,40,2.41,170,3.6,147,0,0,,116,,
1460097,6/8 OZ CO COBIA PORTIONS,Fish  Unprepared/Unprocessed,Beaver Street Fisheries Inc.,PACKERS,,3/19/2021,18.8,0.89,0,89,0,0,0,0.25,134,0,40,0,0,,418,,
1459450,6/8 OZ CO SNAPPER FILLET,Fish  Unprepared/Unprocessed,Beaver Street Fisheries Inc.,SEA BEST,,3/19/2021,20.5,1.34,0,98,0,0,32,0.18,62,1.6,36,0,0,,420,,
1457191,6/8 OZ CO SNAPPER PORTION,Fish  Unprepared/Unprocessed,Beaver Street Fisheries Inc.,SEA BEST,,3/19/2021,20.5,1.34,0,98,0,0,23,0.18,62,1.6,36,0,0,,420,,
1460012,6/8 OZ CO V/P REDFISH,Fish  Unprepared/Unprocessed,Independent Marketing Alliance,HIDDEN BAY,,3/19/2021,17,4.46,0.89,116,0,0,58,0.89,58,0,85,0,0.89,,277,,
1458117,6/8 OZ CO V/P REDFISH,Fish  Unprepared/Unprocessed,Beaver Street Fisheries Inc.,SEA BEST,,3/19/2021,17,4.46,0.89,116,0,0,46,0.89,58,0,85,0,0.89,,275,,
1458681,6/8 OZ CO V/P REDFISH,Fish  Unprepared/Unprocessed,Performance Food Group,EMPIRE'S TREASURE,,3/19/2021,17,4.46,0.89,116,0,0,58,0.89,58,0,85,0,0.89,,275,,
1457726,6/8 OZ GROUPER FILLETS,Fish  Unprepared/Unprocessed,Beaver Street Fisheries Inc.,SEA BEST,,3/19/2021,19.5,0.88,0,88,0,0,27,0.88,53,0,35,0,0,,478,,
1459613,6/8 OZ GROUPER FILLETS,Fish  Unprepared/Unprocessed,Beaver Street Fisheries Inc.,SEA BEST,,3/19/2021,19.5,0.88,0,88,0,0,23,0.88,53,1.6,35,0,0,,478,,
1457481,6/8 OZ GROUPER FILLETS,Fish  Unprepared/Unprocessed,Beaver Street Fisheries Inc.,SEA BEST,,3/19/2021,19.5,0.88,0,88,0,0,23,0.96,53,1.6,35,0,0,,478,,
1457361,6/8 OZ H&G FLOUNDER,Fish  Unprepared/Unprocessed,Beaver Street Fisheries Inc.,PACKERS,,3/19/2021,12.5,1.79,0,71,0,0,21,0.19,295,0,45,0,0.45,,161,,
1460407,6/8 OZ HOGFISH FILLETS,Fish  Unprepared/Unprocessed,Beaver Street Fisheries Inc.,PACKER,,3/19/2021,20.5,1.34,0,98,0,0,32,0.18,62,1.6,36,0,0,,420,,
1457615,6/8 OZ I/L SEA TROUT FIL,Fish  Unprepared/Unprocessed,Beaver Street Fisheries Inc.,SEA BEST,,3/19/2021,20.5,6.25,0,152,0,0,46,1.5,54,0,45,0,0.89,,361,,
1457660,6/8 OZ I/L SEA TROUT FIL,Fish  Unprepared/Unprocessed,Beaver Street Fisheries Inc.,PACKERS,,3/19/2021,20.5,6.25,0,152,0,0,43,1.5,54,0,45,0,0.89,,361,,
1457324,6/8 OZ IQF HADDOCK FILLET,Fish  Unprepared/Unprocessed,Beaver Street Fisheries Inc.,SEA BEST,,3/19/2021,16.1,0,0,71,0,0,0,0.18,214,0,54,0,0,,286,,
1458177,6/8 OZ MACKEREL STEAKS,Fish  Unprepared/Unprocessed,Beaver Street Fisheries Inc.,SEA BEST,,3/19/2021,19.6,6.25,0,134,0,0,11,0.32,58,1.6,76,0,1.79,,446,,
1460552,6/8 OZ ORANGE ROUGHY FIL,Fish  Unprepared/Unprocessed,Beaver Street Fisheries Inc.,PACKERS,,3/19/2021,16.1,0.89,0,71,0,0,9,1.01,71,0,58,0,0,,170,,
1458651,6/8 OZ ROCK FISH FILLETS,Fish  Unprepared/Unprocessed,Beaver Street Fisheries Inc.,SEA BEST,,3/19/2021,18.8,1.34,0,89,0,0,14,0.3,71,0,49,0,0,,384,,
1457826,6/8 OZ SNAPPER FILLET,Fish  Unprepared/Unprocessed,Beaver Street Fisheries Inc.,SEA BEST,,3/19/2021,20.5,1.34,0,98,0,0,32,0.18,62,1.6,36,0,0,,420,,
1460411,6/8 OZ SNAPPER FILLET,Fish  Unprepared/Unprocessed,Beaver Street Fisheries Inc.,SEA BEST,,3/19/2021,20.5,1.34,0,98,0,0,32,0.18,62,1.6,36,0,0,,420,,
1458594,6/8 OZ SNAPPER PORTIONS,Fish  Unprepared/Unprocessed,Beaver Street Fisheries Inc.,SEA BEST,,3/19/2021,20.5,1.34,0,98,0,0,32,0.18,62,1.6,36,0,0,,420,,
1460455,6/8 OZ SNAPPER PORTIONS,Fish  Unprepared/Unprocessed,Beaver Street Fisheries Inc.,SEA BEST,,3/19/2021,20.5,1.34,0,98,0,0,23,0.18,62,1.6,36,0,0,,420,,
1458176,6/8 OZ SPOTTED SEA TROUT,Fish  Unprepared/Unprocessed,Beaver Street Fisheries Inc.,SEA BEST,,3/19/2021,20.5,6.25,0,152,0,0,43,1.5,54,0,45,0,0.89,,357,,
1459049,6/8 OZ WHITING FILLETS,Fish  Unprepared/Unprocessed,Beaver Street Fisheries Inc.,SEA BEST,,3/19/2021,18.8,1.34,0,89,0,0,49,0.34,71,0,67,0,0,,249,,
1458817,6/8 OZ. CO SNAPPER FILLET,Fish  Unprepared/Unprocessed,Beaver Street Fisheries Inc.,SEA BEST,,3/19/2021,20.5,1.34,0,98,0,0,23,0.18,62,1.6,36,0,0,,420,,
